Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total ('000),Share of workforce
1989,1419,Other Accommodation and Hospitality Managers,2,26.1,4.343764313,"""0.05%"""
1989,1421,Retail Managers,2,16.1,202.1602068,"""2.74%"""
1989,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,6.108407313,"""0.08%"""
1989,1492,Call or Contact Centre and Customer Service Managers,2,49.9,12.00756076,"""0.16%"""
1989,1493,Conference and Event Organisers,2,4.9,3.47373599,"""0.04%"""
1989,1494,Transport Services Managers,2,59,14.23713235,"""0.19%"""
1989,1499,"Other Hospitality, Retail and Service Managers",2,26.4,59.99492301,"""0.81%"""
1989,2111,"Actors, Dancers and Other Entertainers",1,21.4,3.84650005,"""0.05%"""
1989,2112,Music Professionals,1,5.2,7.699409703,"""0.10%"""
1989,2113,Photographers,1,2.1,4.978538993,"""0.06%"""
1989,2114,Visual Arts and Crafts Professionals,1,16.5,10.23989971,"""0.13%"""
1989,2121,"Artistic Directors, and Media Producers and Presenters",1,10,5.557574195,"""0.07%"""
1989,2122,"Authors, and Book and Script Editors",1,38.5,2.958814118,"""0.04%"""
1989,2123,"Film, Television, Radio and Stage Directors",1,8.5,4.484775448,"""0.06%"""
1989,2124,Journalists and Other Writers,1,17,15.77894588,"""0.21%"""
1989,2211,Accountants,1,94.3,86.47367171,"""1.17%"""
1989,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,8.105560215,"""0.11%"""
1989,2221,Financial Brokers,2,36,9.114978175,"""0.12%"""
1989,2222,Financial Dealers,1,20.5,10.57943451,"""0.14%"""
1989,2223,Financial Investment Advisers and Managers,1,43.8,13.53711001,"""0.18%"""
1989,2231,Human Resource Professionals,1,24.8,18.80426908,"""0.25%"""
1989,2232,ICT Trainers,1,1.4,3.043113695,"""0.04%"""
1989,2233,Training and Development Professionals,1,1.4,7.32991798,"""0.09%"""
1989,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,2.231985173,"""0.03%"""
1989,2242,"Archivists, Curators and Records Managers",1,56,1.173755178,"""0.01%"""
1989,2243,Economists,1,43,2.055001633,"""0.02%"""
1989,2244,Intelligence and Policy Analysts,1,23,3.954802448,"""0.05%"""
1989,2245,Land Economists and Valuers,1,67.6,4.091097685,"""0.05%"""
1989,2246,Librarians,1,59.5,11.48206028,"""0.15%"""
1989,2247,Management and Organisation Analysts,1,10.9,13.91609497,"""0.18%"""
1989,2249,Other Information and Organisation Professionals,1,35.2,3.483403315,"""0.04%"""
1989,2251,Advertising and Marketing Professionals,1,58.2,13.93327834,"""0.18%"""
1989,2252,ICT Sales Professionals,1,15.1,6.74110046,"""0.09%"""
1989,2253,Public Relations Professionals,1,18,6.434734915,"""0.08%"""
1989,2254,Technical Sales Representatives,1,21.7,16.77672373,"""0.22%"""
1989,2311,Air Transport Professionals,1,25.5,10.19037015,"""0.13%"""
1989,2312,Marine Transport Professionals,1,20,11.69087621,"""0.15%"""
1989,2321,Architects and Landscape Architects,1,2.2,12.19996364,"""0.16%"""
1989,2322,Surveyors and Spatial Scientists,1,48.7,7.8904214,"""0.10%"""
1989,2323,"Fashion, Industrial and Jewellery Designers",1,3.1,2.668754388,"""0.03%"""
1989,2324,"Graphic and Web Designers, and Illustrators",1,7.3,13.92256334,"""0.18%"""
1989,2325,Interior Designers,1,15.1,2.64471156,"""0.03%"""
1989,2326,Urban and Regional Planners,1,13,3.357340643,"""0.04%"""
1989,2331,Chemical and Materials Engineers,1,1.8,2.499762685,"""0.03%"""
1989,2332,Civil Engineering Professionals,1,1.9,27.36702888,"""0.37%"""
1989,2333,Electrical Engineers,1,10,12.61285579,"""0.17%"""
1989,2334,Electronics Engineers,1,12.9,5.056254958,"""0.06%"""
1989,2335,"Industrial, Mechanical and Production Engineers",1,2.1,24.99751883,"""0.33%"""
1989,2336,Mining Engineers,1,12,4.039393048,"""0.05%"""
1989,2339,Other Engineering Professionals,1,2.2,4.886095645,"""0.06%"""
1989,2341,Agricultural and Forestry Scientists,1,1.1,2.878663855,"""0.03%"""
1989,2342,"Chemists, and Food and Wine Scientists",1,6.6,11.64402124,"""0.15%"""
1989,2343,Environmental Scientists,1,8.6,5.974142273,"""0.08%"""
1989,2344,"Geologists, Geophysicists and Hydrogeologists",1,53.2,5.802654483,"""0.07%"""
1989,2345,Life Scientists,1,4.3,4.005728473,"""0.05%"""
1989,2346,Medical Laboratory Scientists,1,59.8,8.403121425,"""0.11%"""
1989,2347,Veterinarians,1,3.8,3.673703908,"""0.04%"""
1989,2349,Other Natural and Physical Science Professionals,1,16.1,2.86609555,"""0.03%"""
1989,2411,Early Childhood (Pre-primary School) Teachers,1,5.1,9.124414255,"""0.12%"""
1989,2412,Primary School Teachers,1,5.7,103.7428711,"""1.40%"""
1989,2414,Secondary School Teachers,1,0.8,115.3272098,"""1.56%"""
1989,2415,Special Education Teachers,1,1.1,5.019814633,"""0.06%"""
1989,2422,Vocational Education Teachers,1,5.3,28.78277533,"""0.39%"""
1989,2491,Education Advisers and Reviewers,1,0.4,7.42918247,"""0.10%"""
1989,2492,Private Tutors and Teachers,1,11.9,18.51227502,"""0.25%"""
1989,2512,Medical Imaging Professionals,1,30.2,4.710862055,"""0.06%"""
1989,2513,Occupational and Environmental Health Professionals,1,12,6.260645405,"""0.08%"""
1989,2514,Optometrists and Orthoptists,1,14,2.333102253,"""0.03%"""
1989,2515,Pharmacists,1,1.2,12.28538239,"""0.16%"""
1989,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,1.675098545,"""0.02%"""
1989,2521,Chiropractors and Osteopaths,1,0.8,1.660465195,"""0.02%"""
1989,2522,Complementary Health Therapists,1,2.5,1.87967252,"""0.02%"""
1989,2523,Dental Practitioners,1,0.5,7.261174763,"""0.09%"""
1989,2525,Physiotherapists,1,2.1,7.205261685,"""0.09%"""
1989,2527,Audiologists and Speech Pathologists \ Therapists,1,0.6,1.95597636,"""0.02%"""
1989,2611,ICT Business and Systems Analysts,1,0.7,8.365425735,"""0.11%"""
1989,2613,Software and Applications Programmers,1,27.3,28.67737169,"""0.38%"""
1989,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,10.86570662,"""0.14%"""
1989,2631,Computer Network Professionals,1,3,7.992613615,"""0.10%"""
1989,2633,Telecommunications Engineering Professionals,1,2.5,7.278784623,"""0.09%"""
1989,2711,Barristers,1,3.5,1.968629335,"""0.02%"""
1989,2712,Judicial and Other Legal Professionals,1,11.8,3.858216953,"""0.05%"""
1989,2713,Solicitors,1,3.5,20.26173881,"""0.27%"""
1989,2721,Counsellors,1,5.2,5.970650053,"""0.08%"""
1989,2722,Ministers of Religion,1,1.3,15.72659307,"""0.21%"""
1989,2723,Psychologists,1,0.5,5.539578965,"""0.07%"""
1989,2724,Social Professionals,1,24.6,3.359097848,"""0.04%"""
1989,2725,Social Workers,1,3.7,7.981702083,"""0.10%"""
1989,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,6.194203223,"""0.08%"""
1989,3111,Agricultural Technicians,2,73.1,1.587214095,"""0.02%"""
1989,3112,Medical Technicians,2,61.7,7.530039328,"""0.10%"""
1989,3113,Primary Products Inspectors,2,33.7,2.533530008,"""0.03%"""
1989,3114,Science Technicians,2,55,13.47565731,"""0.18%"""
1989,3121,"Architectural, Building and Surveying Technicians",2,45.3,34.76672011,"""0.47%"""
1989,3122,Civil Engineering Draftspersons and Technicians,2,63,8.702150093,"""0.11%"""
1989,3123,Electrical Engineering Draftspersons and Technicians,2,77.3,7.206234645,"""0.09%"""
1989,3124,Electronic Engineering Draftspersons and Technicians,2,82.8,18.83047558,"""0.25%"""
1989,3125,Mechanical Engineering Draftspersons and Technicians,2,56.1,10.21008432,"""0.13%"""
1989,3126,Safety Inspectors,2,21.1,3.20504573,"""0.04%"""
1989,3129,Other Building and Engineering Technicians,2,43.5,8.304369228,"""0.11%"""
1989,3131,ICT Support Technicians,2,31,18.41213097,"""0.25%"""
1989,3132,Telecommunications Technical Specialists,2,73.2,7.494788693,"""0.10%"""
1989,3211,Automotive Electricians,3,59.2,7.493155615,"""0.10%"""
1989,3212,Motor Mechanics,3,65.1,103.1437565,"""1.40%"""
1989,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,7.198986563,"""0.09%"""
1989,3222,Sheetmetal Trades Workers,3,80.7,16.97853192,"""0.23%"""
1989,3223,Structural Steel and Welding Trades Workers,3,83.2,62.20602945,"""0.84%"""
1989,3231,Aircraft Maintenance Engineers,3,52.4,7.858961833,"""0.10%"""
1989,3232,Metal Fitters and Machinists,3,64.4,119.7440816,"""1.62%"""
1989,3233,Precision Metal Trades Workers,3,55.8,10.18275075,"""0.13%"""
1989,3234,Toolmakers and Engineering Patternmakers,3,79,11.01777593,"""0.14%"""
1989,3241,Panelbeaters,3,80.7,26.80314317,"""0.36%"""
1989,3242,Vehicle Body Builders and Trimmers,3,68.2,6.302153165,"""0.08%"""
1989,3243,Vehicle Painters,3,79.6,7.72482402,"""0.10%"""
1989,3311,Bricklayers and Stonemasons,3,83.1,33.0999052,"""0.44%"""
1989,3312,Carpenters and Joiners,3,72,115.9567147,"""1.57%"""
1989,3321,Floor Finishers,3,80.6,9.17172853,"""0.12%"""
1989,3322,Painting Trades Workers,3,75.2,39.67458125,"""0.53%"""
1989,3331,Glaziers,3,73,6.836220143,"""0.09%"""
1989,3332,Plasterers,3,77.5,19.91260469,"""0.27%"""
1989,3333,Roof Tilers,3,90,7.436178673,"""0.10%"""
1989,3334,Wall and Floor Tilers,3,80.6,7.828943428,"""0.10%"""
1989,3341,Plumbers,3,40.3,53.83414912,"""0.73%"""
1989,3411,Electricians,3,27.7,92.08313767,"""1.25%"""
1989,3421,Airconditioning and Refrigeration Mechanics,3,56.3,12.41867902,"""0.16%"""
1989,3422,Electrical Distribution Trades Workers,3,7.3,11.55588109,"""0.15%"""
1989,3423,Electronics Trades Workers,3,47.9,16.4560608,"""0.22%"""
1989,3424,Telecommunications Trades Workers,3,44.8,35.8902852,"""0.48%"""
1989,3511,Bakers and Pastrycooks,3,89,17.08117009,"""0.23%"""
1989,3512,Butchers and Smallgoods Makers,3,86.4,25.87148997,"""0.35%"""
1989,3513,Chefs,2,52.2,24.64638818,"""0.33%"""
1989,3514,Cooks,3,86.2,31.4639166,"""0.42%"""
1989,3611,Animal Attendants and Trainers,3,73.9,9.763423683,"""0.13%"""
1989,3612,Shearers,3,61.8,11.86399313,"""0.16%"""
1989,3613,Veterinary Nurses,3,42.6,3.839067168,"""0.05%"""
1989,3621,Florists,3,40,5.42778455,"""0.07%"""
1989,3622,Gardeners,3,66,31.12999607,"""0.42%"""
1989,3623,Greenkeepers,3,66,12.67261101,"""0.17%"""
1989,3624,Nurserypersons,3,66,6.553661805,"""0.08%"""
1989,3911,Hairdressers,3,15.8,44.65925337,"""0.60%"""
1989,3921,Print Finishers and Screen Printers,3,90.1,8.791946025,"""0.11%"""
1989,3922,Graphic Pre-press Trades Workers,3,74.8,15.39980385,"""0.20%"""
1989,3923,Printers,3,83,21.80623479,"""0.29%"""
1989,3931,Canvas and Leather Goods Makers,3,69.9,7.245926653,"""0.09%"""
1989,3932,Clothing Trades Workers,3,80.9,13.39787634,"""0.18%"""
1989,3933,Upholsterers,3,39,5.480635785,"""0.07%"""
1989,3941,Cabinetmakers,3,91.3,24.74087364,"""0.33%"""
1989,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,11.24082221,"""0.15%"""
1989,3991,Boat Builders and Shipwrights,3,76,4.446457788,"""0.06%"""
1989,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,15.90169224,"""0.21%"""
1989,3993,"Gallery, Library and Museum Technicians",2,90.7,1.646491845,"""0.02%"""
1989,3994,Jewellers,3,95,5.158061103,"""0.07%"""
1989,3995,Performing Arts Technicians,3,49.6,7.323745283,"""0.09%"""
1989,3996,Signwriters,3,93.3,6.26800438,"""0.08%"""
1989,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,5.555557473,"""0.07%"""
1989,4111,Ambulance Officers and Paramedics,2,49.4,6.035855468,"""0.08%"""
1989,4112,"Dental Hygienists, Technicians and Therapists",2,67,3.978945925,"""0.05%"""
1989,4113,Diversional Therapists,3,9.1,1.019239203,"""0.01%"""
1989,4114,Enrolled and Mothercraft Nurses,2,5.8,36.53836582,"""0.49%"""
1989,4116,Massage Therapists,2,27.2,1.333361223,"""0.01%"""
1989,4117,Welfare Support Workers,2,12.7,14.8740808,"""0.20%"""
1989,4211,Child Carers,4,8.4,28.84207927,"""0.39%"""
1989,4221,Education Aides,4,56,24.12283993,"""0.32%"""
1989,4231,Aged and Disabled Carers,4,55,16.85692588,"""0.22%"""
1989,4232,Dental Assistants,4,60.1,11.75123188,"""0.15%"""
1989,4233,Nursing Support and Personal Care Workers,4,47.4,39.52757269,"""0.53%"""
1989,4234,Special Care Workers,4,9.3,0.488927415,"""0.00%"""
1989,4311,Bar Attendants and Baristas,4,77,44.73239012,"""0.60%"""
1989,4312,Cafe Workers,5,92.9,12.69330205,"""0.17%"""
1989,4313,Gaming Workers,4,76.9,3.629554118,"""0.04%"""
1989,4314,Hotel Service Managers,3,94,6.594660568,"""0.08%"""
1989,4315,Waiters,4,93.6,51.20775936,"""0.69%"""
1989,4319,Other Hospitality Workers,5,66.2,3.601638655,"""0.04%"""
1989,4412,Fire and Emergency Workers,3,19,8.9535709,"""0.12%"""
1989,4413,Police,2,10.4,40.32766261,"""0.54%"""
1989,4421,Prison Officers,4,54.6,7.777125525,"""0.10%"""
1989,4422,Security Officers and Guards,5,83.1,28.12654649,"""0.38%"""
1989,4511,Beauty Therapists,4,35.1,6.093117225,"""0.08%"""
1989,4512,Driving Instructors,3,13,2.668079498,"""0.03%"""
1989,4513,Funeral Workers,2,39,1.95763001,"""0.02%"""
1989,4514,"Gallery, Museum and Tour Guides",4,61,3.884688753,"""0.05%"""
1989,4515,Personal Care Consultants,4,35.1,1.21027671,"""0.01%"""
1989,4516,Tourism and Travel Advisers,4,45.6,12.30092607,"""0.16%"""
1989,4517,Travel Attendants,3,35.4,6.62785486,"""0.09%"""
1989,4518,Other Personal Service Workers,4,51.8,3.411478098,"""0.04%"""
1989,4521,Fitness Instructors,4,8.3,4.512255388,"""0.06%"""
1989,4522,Outdoor Adventure Guides,4,8.3,0.267276453,"""0.00%"""
1989,4523,"Sports Coaches, Instructors and Officials",3,8.9,9.127346293,"""0.12%"""
1989,4524,Sportspersons,3,40.3,2.828255523,"""0.03%"""
1989,5111,"Contract, Program and Project Administrators",2,34.7,14.73332816,"""0.20%"""
1989,5121,Office Managers,2,1.4,66.52296159,"""0.90%"""
1989,5122,Practice Managers,2,60.2,5.32643794,"""0.07%"""
1989,5211,Personal Assistants,3,85.1,78.14794824,"""1.06%"""
1989,5212,Secretaries,3,95.4,135.2277976,"""1.83%"""
1989,5311,General Clerks,4,96,78.82918972,"""1.07%"""
1989,5321,Keyboard Operators,4,95.1,137.0694243,"""1.86%"""
1989,5411,Call or Contact Centre Workers,3,52.3,13.75554698,"""0.18%"""
1989,5412,Information Officers,4,95.9,29.0200821,"""0.39%"""
1989,5421,Receptionists,4,91.6,119.7400043,"""1.62%"""
1989,5511,Accounting Clerks,4,97.2,110.6377245,"""1.50%"""
1989,5512,Bookkeepers,4,97.7,92.87651175,"""1.26%"""
1989,5513,Payroll Clerks,4,97,18.81143823,"""0.25%"""
1989,5521,Bank Workers,4,97.8,96.6140566,"""1.31%"""
1989,5522,Credit and Loans Officers,4,90.1,5.723467273,"""0.07%"""
1989,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,28.61858784,"""0.38%"""
1989,5611,Betting Clerks,5,76.9,4.641832813,"""0.06%"""
1989,5612,Couriers and Postal Deliverers,5,77.8,35.85362249,"""0.48%"""
1989,5613,Filing and Registry Clerks,5,94.5,13.77114172,"""0.18%"""
1989,5614,Mail Sorters,5,77.2,17.00485111,"""0.23%"""
1989,5615,Survey Interviewers,5,94,15.86032186,"""0.21%"""
1989,5616,Switchboard Operators,5,96.1,12.21011073,"""0.16%"""
1989,5619,Other Clerical and Office Support Workers,5,96.7,40.72123883,"""0.55%"""
1989,5911,Purchasing and Supply Logistics Clerks,4,75.3,79.96591319,"""1.08%"""
1989,5912,Transport and Despatch Clerks,4,83.5,30.88505543,"""0.41%"""
1989,5991,Conveyancers and Legal Executives,2,86.5,4.612963538,"""0.06%"""
1989,5992,Court and Legal Clerks,3,87.5,7.31656441,"""0.09%"""
1989,5993,Debt Collectors,4,95,10.98728477,"""0.14%"""
1989,5994,Human Resource Clerks,4,90,10.85838324,"""0.14%"""
1989,5995,Inspectors and Regulatory Officers,4,42.8,25.83996915,"""0.35%"""
1989,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,2.85085459,"""0.03%"""
1989,5997,Library Assistants,4,96.3,16.68034293,"""0.22%"""
1989,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,11.52890494,"""0.15%"""
1989,6111,"Auctioneers, and Stock and Station Agents",3,34.7,2.916505485,"""0.03%"""
1989,6112,Insurance Agents,3,88.5,13.26253087,"""0.18%"""
1989,6113,Sales Representatives,4,77.9,82.91987422,"""1.12%"""
1989,6121,Real Estate Sales Agents,3,79.5,41.58981831,"""0.56%"""
1989,6211,Sales Assistants (General),5,91.7,338.4734205,"""4.59%"""
1989,6212,ICT Sales Assistants,5,92.3,10.56373509,"""0.14%"""
1989,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,21.13817457,"""0.28%"""
1989,6214,Pharmacy Sales Assistants,5,92.3,21.59478835,"""0.29%"""
1989,6215,Retail Supervisors,4,28,16.3468719,"""0.22%"""
1989,6216,Service Station Attendants,5,75.5,8.640428518,"""0.11%"""
1989,6217,Street Vendors and Related Salespersons,5,94,13.26768418,"""0.18%"""
1989,6219,Other Sales Assistants and Salespersons,5,96.2,6.987086045,"""0.09%"""
1989,6311,Checkout Operators and Office Cashiers,5,96.9,68.75087345,"""0.93%"""
1989,6391,Models and Sales Demonstrators,5,54.4,9.225913518,"""0.12%"""
1989,6392,Retail and Wool Buyers,3,64.1,2.8162991,"""0.03%"""
1989,6393,Telemarketers,5,99,9.754174593,"""0.13%"""
1989,6394,Ticket Salespersons,5,93.2,12.38151219,"""0.16%"""
1989,6395,Visual Merchandisers,4,28.4,2.2442986,"""0.03%"""
1989,6399,Other Sales Support Workers,5,78.6,0.944181795,"""0.01%"""
1989,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,7.90016381,"""0.10%"""
1989,7112,Industrial Spraypainters,4,79.6,8.104401608,"""0.11%"""
1989,7113,Paper and Wood Processing Machine Operators,4,80.1,13.00930544,"""0.17%"""
1989,7114,Photographic Developers and Printers,4,67.1,8.409292063,"""0.11%"""
1989,7115,Plastics and Rubber Production Machine Operators,4,87.9,24.27157846,"""0.32%"""
1989,7116,Sewing Machinists,4,89,49.97170787,"""0.67%"""
1989,7117,Textile and Footwear Production Machine Operators,4,71.7,19.20946707,"""0.26%"""
1989,7119,Other Machine Operators,4,75.2,10.39700762,"""0.14%"""
1989,7121,"Crane, Hoist and Lift Operators",4,72,13.12949986,"""0.17%"""
1989,7122,"Drillers, Miners and Shot Firers",4,75,28.77035124,"""0.39%"""
1989,7123,Engineering Production Workers,4,81.8,33.88146489,"""0.46%"""
1989,7129,Other Stationary Plant Operators,4,61.7,25.15138759,"""0.34%"""
1989,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,7.73503056,"""0.10%"""
1989,7212,Earthmoving Plant Operators,4,93.2,42.94951687,"""0.58%"""
1989,7213,Forklift Drivers,4,91,31.68383067,"""0.43%"""
1989,7219,Other Mobile Plant Operators,4,82.1,6.036536033,"""0.08%"""
1989,7311,Automobile Drivers,4,78.7,22.50836081,"""0.30%"""
1989,7312,Bus and Coach Drivers,4,82.3,25.14074715,"""0.34%"""
1989,7313,Train and Tram Drivers,4,75.8,12.35654244,"""0.16%"""
1989,7321,Delivery Drivers,4,78.7,31.05218224,"""0.42%"""
1989,7331,Truck Drivers,4,78.4,128.8315013,"""1.74%"""
1989,7411,Storepersons,4,76.4,65.2869598,"""0.88%"""
1989,8111,Car Detailers,5,37,14.8899629,"""0.20%"""
1989,8112,Commercial Cleaners,5,65.5,150.7486792,"""2.04%"""
1989,8113,Domestic Cleaners,5,69,26.38638046,"""0.35%"""
1989,8114,Housekeepers,5,70.6,11.55600947,"""0.15%"""
1989,8115,Laundry Workers,5,73.1,20.51361472,"""0.27%"""
1989,8116,Other Cleaners,5,78.5,16.05924419,"""0.21%"""
1989,8211,Building and Plumbing Labourers,5,85.8,41.39824909,"""0.56%"""
1989,8212,Concreters,5,90,24.06569943,"""0.32%"""
1989,8213,Fencers,4,85.6,10.00157524,"""0.13%"""
1989,8214,Insulation and Home Improvement Installers,4,67.3,15.87105752,"""0.21%"""
1989,8215,Paving and Surfacing Labourers,5,87.2,15.24687755,"""0.20%"""
1989,8216,Railway Track Workers,4,87.2,7.181250958,"""0.09%"""
1989,8217,Structural Steel Construction Workers,4,77.7,12.41471163,"""0.16%"""
1989,8219,Other Construction and Mining Labourers,5,56.7,9.003224695,"""0.12%"""
1989,8311,Food and Drink Factory Workers,5,74.2,28.03202699,"""0.38%"""
1989,8312,"Meat Boners and Slicers, and Slaughterers",4,86.4,19.89916317,"""0.27%"""
1989,8313,"Meat, Poultry and Seafood Process Workers",5,85.2,23.56793456,"""0.32%"""
1989,8321,Packers,5,60.1,56.33467903,"""0.76%"""
1989,8322,Product Assemblers,5,95.2,48.55356629,"""0.65%"""
1989,8393,Product Quality Controllers,4,97,17.3527961,"""0.23%"""
1989,8394,Timber and Wood Process Workers,5,79.4,18.53601106,"""0.25%"""
1989,8399,Other Factory Process Workers,5,81.8,14.14193915,"""0.19%"""
